tag,shloka_ref,title,translation
detachment,7.22,"Chapter 7, Verse 22","Endowed with such faith, he endeavors to worship a particular demigod and obtains his desires. But in actuality these benefits are bestowed by Me alone."
detachment,7.23,"Chapter 7, Verse 23","Men of small intelligence worship the demigods, and their fruits are limited and temporary. Those who worship the demigods go to the planets of the demigods, but My devotees ultimately reach My suprem"
detachment,7.24,"Chapter 7, Verse 24","Unintelligent men, who do not know Me perfectly, think that I, the Supreme Personality of Godhead, Krishna, was impersonal before and have now assumed this personality. Due to their small knowledge, t"
detachment,7.25,"Chapter 7, Verse 25","I am never manifest to the foolish and unintelligent. For them I am covered by My internal potency, and therefore they do not know that I am unborn and infallible."
detachment,7.26,"Chapter 7, Verse 26","O Arjuna, as the Supreme Personality of Godhead, I know everything that has happened in the past, all that is happening in the present, and all things that are yet to come. I also know all living enti"
detachment,7.27,"Chapter 7, Verse 27","O scion of Bharata, O conqueror of the foe, all living entities are born into delusion, bewildered by dualities arisen from desire and hate."
detachment,7.28,"Chapter 7, Verse 28","Persons who have acted piously in previous lives and in this life and whose sinful actions are completely eradicated are freed from the dualities of delusion, and they engage themselves in My service "
detachment,7.29,"Chapter 7, Verse 29",Intelligent persons who are endeavoring for liberation from old age and death take refuge in Me in devotional service. They are actually Brahman because they entirely know everything about transcenden
detachment,7.3,"Chapter 7, Verse 3","Out of many thousands of people, hardly one strives for perfection; and of those who have achieved perfection, hardly one knows Me in truth."
detachment,7.30,"Chapter 7, Verse 30","Those in full consciousness of Me, who know Me, the Supreme Lord, to be the governing principle of the material manifestation, of the demigods, and of all methods of sacrifice, can understand and know"
detachment,7.4,"Chapter 7, Verse 4","Earth, water, fire, air, ether, mind, intelligence, and false ego—all together these eight constitute My separated material energies."
detachment,7.5,"Chapter 7, Verse 5","Besides this lower, material nature, O mighty-armed Arjuna, understand My superior nature, which consists of the living entities (conscious souls) by whom this entire material world is sustained and a"
detachment,7.6,"Chapter 7, Verse 6",Know that all living beings have their source in these two natures (material and spiritual). I am the origin and the dissolution of the entire universe.
detachment,7.7,"Chapter 7, Verse 7","O conqueror of wealth, there is no truth superior to Me. Everything rests upon Me, as pearls are strung on a thread."
detachment,7.8,"Chapter 7, Verse 8","O son of Kunti, I am the taste of water, the light of the sun and the moon, the syllable Om in the Vedic mantras; I am the sound in ether and ability in man."
detachment,7.9,"Chapter 7, Verse 9","I am the original fragrance of the earth, and I am the heat in fire. I am the life of all that lives, and I am the penances of all ascetics."
detachment,8.1,"Chapter 8, Verse 1","Arjuna inquired: O my Lord, O Supreme Person, what is Brahman? What is the self (adhyatma)? What are fruitive activities (karma)? What is this material manifestation (adhibhuta)? And what are the demi"
detachment,8.10,"Chapter 8, Verse 10","One who, at the time of death, fixes his life air between the eyebrows and, by the strength of yoga, with an undeviating mind, engages himself in remembering the Supreme Lord in full devotion, will ce"
detachment,8.11,"Chapter 8, Verse 11","Persons who are learned in the Vedas, who utter omkara and who are great sages in the renounced order enter into Brahman. Desiring such perfection, one practices celibacy. I shall now briefly explain "
detachment,8.12,"Chapter 8, Verse 12","The yogic situation is that of detachment from all sensual engagements. Closing all the doors of the senses and fixing the mind on the heart and the life air at the top of the head, one establishes hi"
detachment,8.13,"Chapter 8, Verse 13","After being situated in this yoga practice and vibrating the sacred syllable om, the supreme combination of letters, if one thinks of the Supreme Personality of Godhead and quits his body, he will cer"
detachment,8.14,"Chapter 8, Verse 14","For one who always remembers Me without deviation, I am easy to obtain, O son of Pritha, because of his constant engagement in devotional service."
detachment,8.15,"Chapter 8, Verse 15","After attaining Me, the great souls, who are yogis in devotion, never return to this temporary world, which is full of miseries, because they have attained the highest perfection."
detachment,8.16,"Chapter 8, Verse 16","From the highest planet in the material world down to the lowest, all are places of misery wherein repeated birth and death take place. But one who attains to My abode, O son of Kunti, never takes bir"
detachment,8.17,"Chapter 8, Verse 17","By human calculation, a thousand ages taken together form the duration of Brahma's one day. And such also is the duration of his night."
detachment,8.18,"Chapter 8, Verse 18","At the beginning of Brahma's day, all living entities become manifest from the unmanifest state, and thereafter, when the night falls, they are merged into the unmanifest again."
detachment,8.19,"Chapter 8, Verse 19","Again and again, when Brahma's day arrives, all living entities come into being, and with the arrival of Brahma's night they are helplessly annihilated."
detachment,8.2,"Chapter 8, Verse 2","Who is the Lord of sacrifice, and how does He live in the body, O Madhusudana? And how can those engaged in devotional service know You at the time of death?"
detachment,8.20,"Chapter 8, Verse 20","Yet there is another unmanifest nature, which is eternal and is transcendental to this manifested and unmanifested matter. It is supreme and is never annihilated. When all in this world is annihilated"
detachment,8.21,"Chapter 8, Verse 21","That which the Vedantists describe as unmanifest and infallible, that which is known as the supreme destination, that place from which, having attained it, one never returns—that is My supreme abode."
detachment,8.22,"Chapter 8, Verse 22","The Supreme Personality of Godhead, who is greater than all, is attainable by unalloyed devotion. Although He is present in His abode, He is all-pervading, and everything is situated within Him."
detachment,8.23,"Chapter 8, Verse 23","O best of the Bharatas, I shall now explain to you the different times at which, passing away from this world, the yogi does or does not come back."
detachment,8.24,"Chapter 8, Verse 24","Those who know the Supreme Brahman attain that Supreme by passing away from the world during the influence of the fiery god, in the light, at an auspicious moment of the day, during the fortnight of t"
